Name,gdd,Mole1,C-C,C=C,C:N,C:C,C:S,C-H,C-Si,N:S,H-Si,H-N,C:O,C-N,C/C,N-O,N=O,C-O,C=O,C-F,O=S,C-S,N:N,H-O,C#N,C=N,N-N,B-C,C#C,C=S,N:O,B-F,B-N,C/N,Br-C,B-O,N/N,C-Cl,C/O,C\\C,N-S,B-H,N=N,N=S,O-S,H/N,C\\N,H-S,N/O,N\\N,N\\O,C/S,C\\O,N#N,tot_num,HBA,HBD,mui,MaxPC,minPC,weight
molecule4855,329,C=C[C@H]1CCO1,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,78.1198678011681,0.077469466587812,0.077469466587812,84.118
molecule4854,313,CC(C)OCCN,3,0,0,0,0,11,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,64.8951858443497,0.118471282704615,0.118471282704615,103.165
molecule4853,320,CC1(C)CC=NN1,4,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,70.6178740694522,0.183892420609682,0.183892420609682,98.149
molecule4852,322,C/C=C1\C=CCO1,1,2,0,0,0,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,75.3668950253496,0.114826432506169,0.114826432506169,96.1289999999999
molecule4851,314,C1=CC[C@H]2C[C@@H]2C1,7,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,70.6178740694522,0.057257146885082,0.057257146885082,94.1569999999999
molecule4850,312,CCC(CC)CN,5,0,0,0,0,13,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,61.7572976694652,0.118390770318534,0.118390770318534,101.193
molecule4849,307,C=C[C@H](C)/C=C/C,2,2,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,66.6493941117554,0.057856539731765,0.057856539731765,96.1729999999999
molecule4848,331,CC(=O)NCC#N,2,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,81.1890640794916,0.217193376498978,0.217193376498978,98.105
molecule4847,320,C/C=C/C(=O)NC,0,1,0,0,0,8,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,72.8795508155063,0.242887369795947,0.242887369795947,99.133
molecule4846,312,CCOC=C(C)C,3,1,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,66.6493941117554,0.103588264457933,0.103588264457933,100.161
molecule4845,321,NCc1ccco1,1,0,0,3,0,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,78.1198678011681,0.118819271150267,0.118819271150267,97.117
molecule4844,324,C=CCOCC=O,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.145172488212852,0.145172488212852,100.117
molecule4843,323,C=C(C#N)C(C)C,4,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,72.8795508155063,0.094310020174078,0.094310020174078,95.1449999999999
molecule4842,327,NC[C@H]1C=NOC1,3,0,0,0,0,6,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,75.3668950253496,0.125785755296761,0.125785755296761,100.121
molecule4841,320,CC[C@@H](C)C(C)=O,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,66.6493941117554,0.1321184969629,0.1321184969629,100.161
molecule4840,337,C[C@@H](O)CN,2,0,0,0,0,6,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,78.1198678011681,0.210497320327571,0.210497320327571,75.111
molecule4839,309,C=C(CC)CCN,4,1,0,0,0,11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,64.8951858443497,0.118391889069732,0.118391889069732,99.1769999999999
molecule4838,310,Cc1nc(N)cs1,1,0,2,1,2,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,81.1890640794916,0.157774300649451,0.157774300649451,114.173
molecule4837,315,CCOC1CCC1,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,66.6493941117554,0.060326185698965,0.060326185698965,100.161
molecule4836,312,C=Cc1cscn1,1,1,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,84.6396444411312,0.095978198331349,0.095978198331349,111.169
molecule4835,313,C=C/C(C)=N/NC,1,1,0,0,0,9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,70.6178740694522,0.182861022869531,0.182861022869531,98.1489999999999
molecule4834,318,C=C[C@H]1N[C@@H]1CO,3,1,0,0,0,7,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,72.8795508155063,0.210119716904168,0.210119716904168,99.133
molecule4833,329,C=C1C=CC=CO1,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,81.1890640794916,0.11885810067134,0.11885810067134,94.113
molecule4832,325,C=CC[C@H](O)C#N,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,78.1198678011681,0.211982003693939,0.211982003693939,97.117
molecule4831,314,CC(C)[C@H]1N[C@@H]1C,5,0,0,0,0,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,64.8951858443497,0.122881293948915,0.122881293948915,99.1769999999999
molecule4830,314,CN(C)C1CCC1,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,64.8951858443497,0.046691701783232,0.046691701783232,99.1769999999999
molecule4829,326,C1OC[C@H]2C[C@@H]1N2,4,0,0,0,0,8,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,72.8795508155063,0.122945586461131,0.122945586461131,99.133
molecule4828,321,CNC1(C)CC1,4,0,0,0,0,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,70.6178740694522,0.122412873221375,0.122412873221375,85.1499999999999
molecule4827,314,COc1cccs1,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,81.1890640794916,0.172778978705706,0.172778978705706,114.169
molecule4826,322,Cc1[nH]ccc1O,1,0,2,3,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,78.1198678011681,0.293193914373709,0.293193914373709,97.117
molecule4825,307,C=Cc1cccs1,1,1,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,81.1890640794916,0.07396300561062,0.07396300561062,110.181
molecule4824,316,C[C@H]1CNCCN1,3,0,0,0,0,10,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,66.6493941117554,0.122566018136267,0.122566018136267,100.165
molecule4823,320,CCc1cn[nH]c1,2,0,2,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,75.3668950253496,0.189294981247201,0.189294981247201,96.133
molecule4822,334,O=C[C@H]1CCN1,3,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,81.1890640794916,0.136445126793731,0.136445126793731,85.106
molecule4821,315,C=CO/C(C)=C/C,1,2,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,70.6178740694522,0.103674165874788,0.103674165874788,98.1449999999999
molecule4820,328,C[C@H]1COC[C@@H]1O,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,70.6178740694522,0.210580874541799,0.210580874541799,102.133
molecule4819,320,C=C[C@H]1NC[C@@H]1O,3,1,0,0,0,7,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,72.8795508155063,0.210610535346536,0.210610535346536,99.133
molecule4818,329,CC1=COC[C@H]1O,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,75.3668950253496,0.211105616979889,0.211105616979889,100.117
molecule4817,308,C#CC/C=C/C=C,1,2,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,75.3668950253496,0.123836642162942,0.119776747460951,92.141
molecule4816,318,C#C[C@@H](C)OC=C,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,75.3668950253496,0.154724597043319,0.154724597043319,96.1289999999999
molecule4815,327,C/C=C/CN,0,1,0,0,0,7,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,78.1198678011681,0.118692563975696,0.118692563975696,71.123
molecule4814,320,C=NNC(C)C,2,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,72.8795508155063,0.183509723753691,0.183509723753691,86.1379999999999
molecule4813,310,Cc1ncsc1N,1,0,2,1,2,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,81.1890640794916,0.157077978774151,0.157077978774151,114.173
molecule4812,333,CC(C)CO,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,75.3668950253496,0.210050391818286,0.210050391818286,74.123
molecule4811,330,C1C[C@@H]2OC[C@H]2O1,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,75.3668950253496,0.106984746279414,0.106984746279414,100.117
molecule4810,312,C=C1CC[C@H](N)C1,5,1,0,0,0,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,68.5498289706574,0.118669859308359,0.118669859308359,97.1609999999999
molecule4809,312,Cc1cc(N)ns1,1,0,1,2,1,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,81.1890640794916,0.157779941889774,0.157779941889774,114.173
molecule4808,333,C=C(C#N)CC,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,81.1890640794916,0.09402315928495,0.09402315928495,81.118
molecule4807,325,C1=C[C@@H]2CO[C@@H]2C1,5,1,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,75.3668950253496,0.069395960115116,0.069395960115116,96.1289999999999
molecule4806,320,C=C[C@H](C)/C=N/O,2,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,1,72.8795508155063,0.329547706517999,0.329547706517999,99.133
molecule4805,328,CNC[C@@H](O)C#N,2,0,0,0,0,6,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,75.3668950253496,0.212035009519909,0.212035009519909,100.121
molecule4804,312,CC(C)NC1CC1,5,0,0,0,0,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,64.8951858443497,0.122724607671329,0.122724607671329,99.1769999999999
molecule4803,330,C=C[C@H]1CC=NO1,3,1,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,78.1198678011681,0.149998830442855,0.149998830442855,97.117
molecule4802,321,CN/C=C(\C)C=O,1,1,0,0,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,72.8795508155063,0.159123067583897,0.159123067583897,99.1329999999999
molecule4801,316,C#C[C@H](C=C)CO,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,75.3668950253496,0.210114224230415,0.210114224230415,96.1289999999999
molecule4800,316,Cc1cc[nH]c1N,1,0,2,3,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,75.3668950253496,0.167367535508597,0.167367535508597,96.133
molecule4799,330,C=NOC1COC1,2,0,0,0,0,7,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,78.1198678011681,0.173320519298968,0.173320519298968,101.105
molecule4798,330,O[C@]12CCO[C@H]1C2,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,75.3668950253496,0.210994737070317,0.210994737070317,100.117
molecule4797,327,C#C[C@H]1OC[C@@H]1O,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,81.1890640794916,0.210751853072956,0.210751853072956,98.101
molecule4796,314,C[C@H]1C[C@]1(C)CN,6,0,0,0,0,11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,64.8951858443497,0.118402495738331,0.118402495738331,99.1769999999999
molecule4795,310,CCC[C@H]1CN1C,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,64.8951858443497,0.048047648202874,0.048047648202874,99.1769999999999
molecule4794,314,Cc1ccn(C)c1,1,0,2,3,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,72.8795508155063,0.082040371635361,0.082040371635361,95.1449999999999
molecule4793,328,C=CCCC=O,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,78.1198678011681,0.119798866801673,0.119798866801673,84.118
molecule4792,315,Cc1ccn(N)c1,1,0,2,3,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,75.3668950253496,0.177691126258157,0.177691126258157,96.133
molecule4791,329,C=CC(=O)[C@@H](C)O,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,75.3668950253496,0.211089649630433,0.211089649630433,100.117
molecule4790,328,OC[C@H]1N[C@@H]1CO,3,0,0,0,0,6,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,72.8795508155063,0.210119456454932,0.210119456454932,103.121
molecule4789,322,C=C1CCC=CO1,3,2,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,75.3668950253496,0.103977938233158,0.103977938233158,96.1289999999999
molecule4788,324,[H]/N=C(/CO)N(C)C,0,0,0,0,0,8,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2,2,70.6178740694522,0.210685869902871,0.210685869902871,102.137
molecule4787,329,CC1=CCNC1=O,3,1,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,78.1198678011681,0.246405647353883,0.246405647353883,97.117
molecule4786,336,CCOCC#N,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,81.1890640794916,0.133133703355629,0.133133703355629,85.106
molecule4785,311,C/C=C/C(C)(C)C,3,1,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,63.2694479323461,0.057800999220872,0.057800999220872,98.1889999999999
molecule4784,319,CC(C)[C@H]1O[C@@H]1C,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,66.6493941117554,0.086133736855432,0.086133736855432,100.161
molecule4783,327,CNC1=NCCO1,1,0,0,0,0,7,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,75.3668950253496,0.284019248021326,0.284019248021326,100.121
molecule4782,325,CCC[C@@H](O)C#N,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,72.8795508155063,0.211965957844757,0.211965957844757,99.133
molecule4781,309,[H]/N=c1/[nH]cc(C)s1,1,0,1,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,2,2,81.1890640794916,0.190278926393494,0.190278926393494,114.173
molecule4780,319,[H]/N=C\N(C)CC#C,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,1,1,75.3668950253496,0.188743764113592,0.188743764113592,96.133
molecule4779,326,CC(=O)N1CCC1,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,72.8795508155063,0.2189440367303,0.2189440367303,99.133
molecule4778,318,C#C[C@H]1N[C@@H]1CO,3,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,78.1198678011681,0.210120275632747,0.210120275632747,97.117
molecule4777,318,OCc1ccns1,1,0,1,2,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,84.6396444411312,0.210569131735996,0.210569131735996,115.157
molecule4776,317,C=C(CC)CCO,4,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,66.6493941117554,0.210052236685955,0.210052236685955,100.161
molecule4775,325,C1[C@H]2[C@H]3C[C@H](C3)N12,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,72.8795508155063,0.04836581751214,0.04836581751214,95.1449999999999
molecule4774,332,NC(=O)[C@H]1CCO1,3,0,0,0,0,5,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,78.1198678011681,0.246145434726047,0.246145434726047,101.105
molecule4773,322,Cc1coc(N)c1,1,0,0,3,0,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,78.1198678011681,0.189797593740268,0.189797593740268,97.117
molecule4772,321,CCO[C@@H](C)OC,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,66.6493941117554,0.153893466776972,0.153893466776972,104.149
molecule4771,316,CCCCC(C)=O,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,66.6493941117554,0.12933977260317,0.12933977260317,100.161
